	cohenD	fc_case_control	pval	padj
methyl glucopyranoside (alpha + beta)	0.123583001380945	0.2788438349035736	0.582062999928696	0.9460294949023328
2-keto-3-deoxy-gluconate	-0.279950112977561	-0.22171600820977347	0.214320280493999	0.854282201100403
sphingomyelin (d18:2/14:0, d18:1/14:1)*	0.0318548333485188	0.0171300773110725	0.887084694802341	0.9887630379600968
sphingomyelin (d18:1/24:1, d18:2/24:0)*	0.270650161622586	0.056751412405493376	0.229786573113103	0.854282201100403
octadecenedioylcarnitine (C18:1-DC)*	0.126943865085841	0.12431394558525913	0.571862270488205	0.9460294949023328
octadecanedioylcarnitine (C18-DC)*	0.220157986551829	0.20307773200343765	0.327876436366777	0.85998678721526
myristoleoylcarnitine (C14:1)*	0.0696773154213001	0.06774153194529173	0.756171013311105	0.9579405443524524
N-formylphenylalanine	0.206839862999491	0.1423066633947995	0.357810626431007	0.8780462442507145
4-hydroxychlorothalonil	0.0122583902866717	0.008294242129179775	0.95642109683361	0.9941711297395114
tyramine O-sulfate	-0.10485505066859	-0.26938782928602495	0.640430520438011	0.9531485733959788
3-hydroxypyridine sulfate	0.329104551553147	0.6577040988311555	0.145098189682374	0.8410038443481185
4-methylguaiacol sulfate	0.160616881995046	0.300538919322509	0.47471813008303	0.9077041602585816
phenylacetylcarnitine	-0.095706387944884	-0.09526615154714978	0.66982189598285	0.9531485733959788
